Documento Nacional de Identidad;12345678;Av. Ejército 1050;Frente al Mall Aventura;"Chirinos ";San Ignacio;Cajamarca;1
Documento Nacional de Identidad;12345678;Jr. Mercaderes 305;Al costado de la Catedral;"Chirinos ";San Ignacio;Cajamarca;0
Documento Nacional de Identidad;12345678;Av. Salaverry 800;Al costado del hospital;"Carhuapampa ";Ocros;Ancash;0
Documento Nacional de Identidad;12345678;Av. Ejército 1050;Frente al Mall Aventura;"Chirinos ";San Ignacio;Cajamarca;1
Documento Nacional de Identidad;12345678;Jr. Mercaderes 305;Al costado de la Catedral;"Chirinos ";San Ignacio;Cajamarca;0
Documento Nacional de Identidad;87654321;Jr. Mercaderes 305;Al costado de la Catedral;"Chirinos ";San Ignacio;Cajamarca;0
Documento Nacional de Identidad;87654321;Av. Jesús 400;Cerca al parque Selva Alegre;"Chirinos ";San Ignacio;Cajamarca;1
Documento Nacional de Identidad;87654321;Av. Huarán 1500;Frente al centro comercial;"Bellavista ";Jaén;Cajamarca;0
Documento Nacional de Identidad;87654321;Jr. Mercaderes 305;Al costado de la Catedral;"Chirinos ";San Ignacio;Cajamarca;0
Documento Nacional de Identidad;87654321;Calle Los Pinos 120;Detrás de la universidad;"Carhuapampa ";Ocros;Ancash;1
Documento Nacional de Identidad;45678912;Jr. Huallaga 450;Cerca al mercado Manco Cápac;"Carhuapampa ";Ocros;Ancash;0
Documento Nacional de Identidad;45678912;Jr. Ortiz Arrieta 400;Frente a la Plaza de Armas;Abelardo Pardo Lezameta;Bolognesi;Ancash;1
Documento Nacional de Identidad;45678912;Calle Zela 120;A media cuadra de la Plaza de Armas;"Chirinos ";San Ignacio;Cajamarca;1
Documento Nacional de Identidad;78912345;Av. Cayma 850;Detrás del terminal terrestre;"Chirinos ";San Ignacio;Cajamarca;1
Documento Nacional de Identidad;78912345;Jr. José Olaya 250;Frente al parque Ginebra;"Bellavista ";Jaén;Cajamarca;0
Documento Nacional de Identidad;78912345;Av. Huarán 1500;Frente al centro comercial;"Bellavista ";Jaén;Cajamarca;1
Documento Nacional de Identidad;78912345;Av. Costanera 2000;Frente a la bahía;"Carhuapampa ";Ocros;Ancash;0
Documento Nacional de Identidad;32165498;Av. Los Incas 550;Cerca al mercado Modelo;"Ccapi ";Paruro;Cusco;0
Documento Nacional de Identidad;32165498;Calle Huayna Cápac 210;Al costado del hospital;"Ccapi ";Paruro;Cusco;1
Documento Nacional de Identidad;32165498;Av. Centenario 1100;Al costado del Estadio Rosas Pampa;"Bellavista ";Jaén;Cajamarca;1
Documento Nacional de Identidad;32165498;Jr. Huallaga 450;Cerca al mercado Manco Cápac;"Carhuapampa ";Ocros;Ancash;0
Documento Nacional de Identidad;65498732;Jr. Amadeo Vivanco 340;Cerca al mercado central;"Bellavista ";Jaén;Cajamarca;1
Documento Nacional de Identidad;65498732;Av. Jesús 400;Cerca al parque Selva Alegre;"Chirinos ";San Ignacio;Cajamarca;1
Documento Nacional de Identidad;65498732;Calle Huánuco 320;A media cuadra del parque;Abelardo Pardo Lezameta;Bolognesi;Ancash;0
Documento Nacional de Identidad;98732165;Calle Luzuriaga 500;A una cuadra de la Plaza de Armas;"Bellavista ";Jaén;Cajamarca;1
Documento Nacional de Identidad;98732165;Av. El Maestro 600;Detrás del estadio;Abelardo Pardo Lezameta;Bolognesi;Ancash;0
Documento Nacional de Identidad;98732165;Calle Luzuriaga 500;A una cuadra de la Plaza de Armas;"Bellavista ";Jaén;Cajamarca;1
Documento Nacional de Identidad;98732165;Calle Los Pinos 120;Detrás de la universidad;"Carhuapampa ";Ocros;Ancash;0
Documento Nacional de Identidad;15975346;Av. Huarán 1500;Frente al centro comercial;"Bellavista ";Jaén;Cajamarca;1
Documento Nacional de Identidad;15975346;Av. Costanera 2000;Frente a la bahía;"Carhuapampa ";Ocros;Ancash;0
Documento Nacional de Identidad;15975346;Jr. Pucyura 150;A una cuadra del parque;"Ccapi ";Paruro;Cusco;1
Documento Nacional de Identidad;15975346;Jr. 28 de Julio 150;Frente a la Plaza de Armas;"Cajacay ";Bolognesi;Ancash;0
Documento Nacional de Identidad;75315948;Av. Condebamba 900;Detrás de la municipalidad;"Ccapi ";Paruro;Cusco;1
Documento Nacional de Identidad;75315948;Av. Huandoy 200;Cerca al parque principal;"Cajacay ";Bolognesi;Ancash;0
Documento Nacional de Identidad;75315948;Jr. Huallaga 450;Cerca al mercado Manco Cápac;"Carhuapampa ";Ocros;Ancash;1
Documento Nacional de Identidad;75315948;Jr. 28 de Julio 300;Frente a la Plaza de Armas;"Ccapi ";Paruro;Cusco;0
Documento Nacional de Identidad;48261597;Av. Salaverry 800;Al costado del hospital;"Carhuapampa ";Ocros;Ancash;1
Documento Nacional de Identidad;48261597;Jr. 28 de Julio 250;Frente a la Plaza de Armas;"Chacapampa ";Huancayo;Junín;1
Documento Nacional de Identidad;48261597;Av. Los Incas 400;Cerca al mercado central;"Chacapampa ";Huancayo;Junín;0
Carnet de Extranjería;X12345678;Calle Pachacútec 180;Al costado del hospital;"Chacapampa ";Huancayo;Junín;1
Carnet de Extranjería;X12345678;Jr. Pucyura 90;A media cuadra del parque;"Chacapampa ";Huancayo;Junín;0
Carnet de Extranjería;X12345678;Calle Los Pinos 120;Detrás de la universidad;"Carhuapampa ";Ocros;Ancash;1
Carnet de Extranjería;Y87654321;Av. Venezuela 650;A dos cuadras del mar;"Carhuapampa ";Ocros;Ancash;1
Carnet de Extranjería;Y87654321;Av. Condebamba 500;Detrás de la municipalidad;"Chacapampa ";Huancayo;Junín;1
Carnet de Extranjería;Y87654321;Jr. 28 de Julio 300;Frente a la Plaza de Armas;"Anta ";Anta;Cusco;0
Carnet de Extranjería;Z98765432;Av. Los Shapras 150;Cerca al mercado;"Anta ";Anta;Cusco;1
Carnet de Extranjería;Z98765432;Jr. 28 de Julio 300;Frente a la Plaza de Armas;"Ccapi ";Paruro;Cusco;1
Pasaporte;AB1234567;Av. Los Incas 550;Cerca al mercado Modelo;"Ccapi ";Paruro;Cusco;1
Pasaporte;AB1234567;Calle Zela 120;A media cuadra de la Plaza de Armas;"Chirinos ";San Ignacio;Cajamarca;1
Pasaporte;AB1234567;Jr. Amadeo Vivanco 340;Cerca al mercado central;"Bellavista ";Jaén;Cajamarca;0
Pasaporte;CD9876543;Jr. José Olaya 250;Frente al parque Ginebra;"Bellavista ";Jaén;Cajamarca;1
Pasaporte;CD9876543;Av. Centenario 1100;Al costado del Estadio Rosas Pampa;"Bellavista ";Jaén;Cajamarca;0
Pasaporte;CD9876543;Calle Huayna Cápac 210;Al costado del hospital;"Ccapi ";Paruro;Cusco;1
Pasaporte;EF4567891;Jr. Pucyura 150;A una cuadra del parque;"Ccapi ";Paruro;Cusco;1
Pasaporte;EF4567891;Av. Cayma 850;Detrás del terminal terrestre;"Chirinos ";San Ignacio;Cajamarca;1
Cédula de Identidad;123456789;Av. Los Incas 250;Cerca al mercado central;Abelardo Pardo Lezameta;Bolognesi;Ancash;1
Cédula de Identidad;123456789;Jr. Triunfo 180;Al costado de la catedral;Abelardo Pardo Lezameta;Bolognesi;Ancash;0
Cédula de Identidad;123456789;Av. Condebamba 900;Detrás de la municipalidad;"Ccapi ";Paruro;Cusco;1
Cédula de Identidad;987654321;Jr. Ortiz Arrieta 400;Frente a la Plaza de Armas;Abelardo Pardo Lezameta;Bolognesi;Ancash;1
Cédula de Identidad;987654321;Calle Alpamayo 80;Al costado de la posta;"Cajacay ";Bolognesi;Ancash;1
Cédula de Identidad;987654321;Jr. Pallasca 120;A una cuadra del mercado;"Cajacay ";Bolognesi;Ancash;0
Cédula de Identidad;456789123;Av. Venezuela 650;A dos cuadras del mar;"Carhuapampa ";Ocros;Ancash;1
Cédula de Identidad;456789123;Jr. 28 de Julio 300;Frente a la Plaza de Armas;"Ccapi ";Paruro;Cusco;0
Cédula de Identidad;456789123;Av. Los Incas 250;Cerca al mercado central;Abelardo Pardo Lezameta;Bolognesi;Ancash;1
Partida de Nacimiento;12345-1990;Jr. Triunfo 180;Al costado de la catedral;Abelardo Pardo Lezameta;Bolognesi;Ancash;1
Partida de Nacimiento;12345-1990;Jr. Huallaga 450;Cerca al mercado Manco Cápac;"Carhuapampa ";Ocros;Ancash;0
Partida de Nacimiento;12345-1990;Av. Huascarán 350;Detrás del colegio;"Cajacay ";Bolognesi;Ancash;1
Partida de Nacimiento;67890-1985;Calle Amazonas 220;Al costado del hospital;"Anta ";Anta;Cusco;1
Partida de Nacimiento;67890-1985;Jr. Cajaruro 100;A una cuadra del parque;"Anta ";Anta;Cusco;0
Partida de Nacimiento;67890-1985;Av. Utcubamba 450;Detrás del colegio;"Anta ";Anta;Cusco;0
Partida de Nacimiento;67890-1985;Calle Huánuco 320;A media cuadra del parque;Abelardo Pardo Lezameta;Bolognesi;Ancash;1
Documento de Identidad Extranjero;EXT123456;Av. El Maestro 600;Detrás del estadio;Abelardo Pardo Lezameta;Bolognesi;Ancash;1
Documento de Identidad Extranjero;EXT123456;Jr. 28 de Julio 200;Frente a la Plaza de Armas;"Chupuro ";Huancayo;Junín;1
Documento de Identidad Extranjero;EXT123456;Av. Los Pescadores 350;Cerca al malecón;"Chupuro ";Huancayo;Junín;0
Documento de Identidad Extranjero;EXT789012;Jr. 28 de Julio 150;Frente a la Plaza de Armas;"Cajacay ";Bolognesi;Ancash;1
Carnet de Refugiado;REF456789;Av. Huandoy 200;Cerca al parque principal;"Cajacay ";Bolognesi;Ancash;1
Permiso Temporal de Permanencia;PTP123456;Calle Alpamayo 80;Al costado de la posta;"Cajacay ";Bolognesi;Ancash;1
Documento Provisorio de Identidad;DPI789012;Jr. Pallasca 120;A una cuadra del mercado;"Cajacay ";Bolognesi;Ancash;1
Carnet de Identidad Diplomática;DIP456789;Av. Huascarán 350;Detrás del colegio;"Cajacay ";Bolognesi;Ancash;1
Documento Nacional de Identidad de Menor;98765432;Jr. 28 de Julio 250;Frente a la Plaza de Armas;"Chacapampa ";Huancayo;Junín;1
Documento Nacional de Identidad de Menor;98765432;Av. Condebamba 500;Detrás de la municipalidad;"Chacapampa ";Huancayo;Junín;0
Cédula de Identidad de Policía;POL123456;Av. Los Incas 400;Cerca al mercado central;"Chacapampa ";Huancayo;Junín;1
Documento de Identificación Militar;MIL789012;Calle Pachacútec 180;Al costado del hospital;"Chacapampa ";Huancayo;Junín;1
Libreta de Servicio Militar;12345678;Jr. Pucyura 90;A media cuadra del parque;"Chacapampa ";Huancayo;Junín;1
Documento Nacional de Identidad;24681357;Av. Condebamba 500;Detrás de la municipalidad;"Chacapampa ";Huancayo;Junín;1
Documento Nacional de Identidad;13579246;Jr. 28 de Julio 300;Frente a la Plaza de Armas;"Anta ";Anta;Cusco;1
Documento Nacional de Identidad;97531864;Av. Los Shapras 150;Cerca al mercado;"Anta ";Anta;Cusco;1
Documento Nacional de Identidad;97531864;Av. Utcubamba 450;Detrás del colegio;"Anta ";Anta;Cusco;0
Documento Nacional de Identidad;86429753;Calle Amazonas 220;Al costado del hospital;"Anta ";Anta;Cusco;1
Registro Único de Contribuyentes;20123456789;Av. Ejército 1050;Frente al Mall Aventura;"Chirinos ";San Ignacio;Cajamarca;1
Registro Único de Contribuyentes;20123456789;Jr. Mercaderes 305;Al costado de la Catedral;"Chirinos ";San Ignacio;Cajamarca;0
Registro Único de Contribuyentes;20123456789;Av. Salaverry 800;Al costado del hospital;"Carhuapampa ";Ocros;Ancash;0
Registro Único de Contribuyentes;20123456789;Av. Huandoy 200;Cerca al parque principal;"Cajacay ";Bolognesi;Ancash;0
Registro Único de Contribuyentes;20987654321;Calle Los Pinos 120;Detrás de la universidad;"Carhuapampa ";Ocros;Ancash;1
Registro Único de Contribuyentes;20987654321;Av. Venezuela 650;A dos cuadras del mar;"Carhuapampa ";Ocros;Ancash;0
Registro Único de Contribuyentes;20987654321;Jr. 28 de Julio 150;Frente a la Plaza de Armas;"Cajacay ";Bolognesi;Ancash;0
Registro Único de Contribuyentes;20987654321;Calle Alpamayo 80;Al costado de la posta;"Cajacay ";Bolognesi;Ancash;0
Registro Único de Contribuyentes;20456789123;Jr. 28 de Julio 300;Frente a la Plaza de Armas;"Ccapi ";Paruro;Cusco;1
Registro Único de Contribuyentes;20456789123;Av. Los Incas 550;Cerca al mercado Modelo;"Ccapi ";Paruro;Cusco;0
Registro Único de Contribuyentes;20456789123;Jr. Pallasca 120;A una cuadra del mercado;"Cajacay ";Bolognesi;Ancash;0
Registro Único de Contribuyentes;20789123456;Av. Cayma 850;Detrás del terminal terrestre;"Chirinos ";San Ignacio;Cajamarca;1
Registro Único de Contribuyentes;20789123456;Jr. José Olaya 250;Frente al parque Ginebra;"Bellavista ";Jaén;Cajamarca;0
Registro Único de Contribuyentes;20789123456;Av. Venezuela 650;A dos cuadras del mar;"Carhuapampa ";Ocros;Ancash;0
Registro Único de Contribuyentes;20321654987;Calle Zela 120;A media cuadra de la Plaza de Armas;"Chirinos ";San Ignacio;Cajamarca;1
Registro Único de Contribuyentes;20321654987;Jr. 28 de Julio 300;Frente a la Plaza de Armas;"Ccapi ";Paruro;Cusco;0
Registro Único de Contribuyentes;20321654987;Av. El Maestro 600;Detrás del estadio;Abelardo Pardo Lezameta;Bolognesi;Ancash;0
Registro Único de Contribuyentes;20654987321;Jr. Amadeo Vivanco 340;Cerca al mercado central;"Bellavista ";Jaén;Cajamarca;1
Registro Único de Contribuyentes;20654987321;Av. Condebamba 900;Detrás de la municipalidad;"Ccapi ";Paruro;Cusco;0
Registro Único de Contribuyentes;20654987321;Calle Huánuco 320;A media cuadra del parque;Abelardo Pardo Lezameta;Bolognesi;Ancash;0
Registro Único de Contribuyentes;20987321654;Av. Centenario 1100;Al costado del Estadio Rosas Pampa;"Bellavista ";Jaén;Cajamarca;1
Registro Único de Contribuyentes;20987321654;Jr. Amadeo Vivanco 340;Cerca al mercado central;"Bellavista ";Jaén;Cajamarca;0
Registro Único de Contribuyentes;20987321654;Calle Luzuriaga 500;A una cuadra de la Plaza de Armas;"Bellavista ";Jaén;Cajamarca;0
Registro Único de Contribuyentes;20987321654;Av. Huascarán 350;Detrás del colegio;"Cajacay ";Bolognesi;Ancash;0
Registro Único de Contribuyentes;20159753468;Calle Luzuriaga 500;A una cuadra de la Plaza de Armas;"Bellavista ";Jaén;Cajamarca;1
Registro Único de Contribuyentes;20159753468;Av. Huarán 1500;Frente al centro comercial;"Bellavista ";Jaén;Cajamarca;0
Registro Único de Contribuyentes;20159753468;Av. Costanera 2000;Frente a la bahía;"Carhuapampa ";Ocros;Ancash;0
Registro Único de Contribuyentes;20753159482;Jr. Huallaga 450;Cerca al mercado Manco Cápac;"Carhuapampa ";Ocros;Ancash;1
Registro Único de Contribuyentes;20753159482;Av. Salaverry 800;Al costado del hospital;"Carhuapampa ";Ocros;Ancash;0
